,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2697,6461-SZMCV,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,87.94999694824219,0.0,No
2698,8150-QUDFX,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.850000381469727,0.0,No
2699,9508-ILZDG,0,1,0,0,34,1,2,1,0,2,0,2,2,0,0,1,2,96.3499984741211,0.0,No
2700,2346-DJQTB,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.149999618530273,0.0,No
2701,1697-LYYYX,0,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,1,19.100000381469727,0.0,No
2702,1942-OQFRW,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,0.0,No
2703,4749-VFKVB,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.099998474121094,0.0,Yes
2704,9640-ZSLDC,0,0,1,1,53,1,0,0,0,0,2,0,0,2,1,0,1,60.599998474121094,0.0,No
2705,4231-LZUYM,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.649999618530273,0.0,No
2706,7598-UAASY,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.4000015258789,0.0,Yes
2707,7938-OUHIO,1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.69999694824219,0.0,Yes
2708,8510-AWCXC,0,1,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.80000305175781,0.0,Yes
2709,6128-AQBMT,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95000076293945,0.0,No
2710,3594-BDSOA,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.399999618530273,0.0,No
2711,0431-APWVY,0,0,1,1,28,1,0,1,0,0,0,0,2,2,1,1,0,90.0999984741211,0.0,Yes
2712,5133-VRSAB,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.350000381469727,0.0,No
2713,5996-DAOQL,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.450000762939453,0.0,No
2714,6838-YAUVY,0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.0999984741211,0.0,No
2715,0484-JPBRU,1,0,0,0,41,1,2,2,1,1,1,1,1,1,0,1,0,25.25,0.0,No
2716,7883-ROJOC,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.900001525878906,0.0,No
2717,0244-LGNFY,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,0,92.6500015258789,0.0,No
2718,7274-CGTOD,1,0,0,0,62,0,1,0,2,2,2,2,0,0,2,1,0,43.70000076293945,0.0,No
2719,4295-YURET,0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.5999984741211,0.0,No
2720,3426-NIYYL,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.54999923706055,0.0,Yes
2721,8225-BTJAU,1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,0.0,Yes
2722,4635-EJYPD,1,0,1,1,32,1,0,2,1,1,1,1,1,1,2,0,3,18.950000762939453,0.0,No
2723,1866-ZSLJM,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,0.0,No
2724,4636-TVXVG,1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.950000762939453,0.0,No
2725,4236-UJPWO,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.5,0.0,No
2726,9392-XBGTD,1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,3,20.600000381469727,0.0,No
2727,3387-VATUS,1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.8499984741211,0.0,Yes
2728,6402-SSEJG,0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.04999923706055,0.0,No
2729,1143-NMNQJ,0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.69999694824219,0.0,Yes
2730,1169-SAOCL,1,0,0,0,49,1,2,1,0,2,0,2,2,2,1,1,0,106.6500015258789,0.0,No
2731,1110-KYLGQ,0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,0.0,No
2732,9929-PLVPA,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,1,20.399999618530273,0.0,No
2733,3518-PZXZQ,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.29999923706055,0.0,No
2734,2371-JUNGC,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,0.0,No
2735,7693-QPEFS,1,1,0,0,52,1,2,1,0,0,0,0,0,0,0,1,0,72.94999694824219,0.0,No
2736,0924-BJCRC,0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.44999694824219,0.0,No
2737,5074-FBGHB,1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.6500015258789,0.0,No
2738,2351-BKRZW,0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.19999694824219,0.0,No
2739,4455-BFSPD,0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.1500015258789,0.0,No
2740,0415-MOSGF,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.400001525878906,0.0,Yes
2741,1724-BQUHA,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,0.0,Yes
2742,3948-KXDUF,1,0,0,0,66,1,2,0,2,2,2,2,0,0,2,0,0,68.75,0.0,No
2743,2323-ARSVR,1,0,1,0,67,1,0,1,2,2,2,2,2,2,2,1,2,111.05000305175781,0.0,No
2744,0815-MFZGM,0,0,1,0,42,1,0,1,0,0,2,2,2,2,2,1,1,99.0,0.0,No
2745,4826-XTSOH,1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05000305175781,0.0,Yes
2746,5480-XTFFL,0,0,1,1,31,1,0,2,1,1,1,1,1,1,2,0,3,21.0,0.0,No
2747,8295-FHIVV,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.399999618530273,0.0,No
2748,2495-INZWQ,1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,2,44.54999923706055,0.0,Yes
2749,9086-YJYXS,1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.19999694824219,0.0,No
2750,1179-INLAT,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,1,3,19.450000762939453,0.0,No
2751,7909-FIOIY,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.850000381469727,0.0,No
2752,4139-SUGLD,1,0,1,1,31,0,1,0,2,0,0,2,0,0,0,0,0,35.400001525878906,0.0,Yes
2753,6857-VWJDT,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.6500015258789,0.0,Yes
2754,6351-SCJKT,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.349998474121094,0.0,No
2755,5468-BPMMO,1,0,1,0,46,1,0,2,1,1,1,1,1,1,0,0,2,19.600000381469727,0.0,No
2756,5624-BQSSA,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.950000762939453,0.0,Yes
2757,0197-PNKNK,0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.44999694824219,0.0,No
2758,2439-QKJUL,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,0.0,No
2759,1194-SPVSP,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.649999618530273,0.0,No
2760,9534-NSXEM,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.649999618530273,0.0,No
2761,2408-WITXK,0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.70000076293945,0.0,Yes
2762,8929-KSWIH,1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,99.30000305175781,0.0,No
2763,2250-IVBWA,1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05000305175781,0.0,No
2764,1810-MVMAI,1,0,1,1,30,1,2,0,2,2,2,2,0,0,0,0,2,67.5999984741211,0.0,No
2765,9506-UXUSK,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.1500015258789,0.0,No
2766,1229-RCALF,0,0,1,0,64,1,2,1,2,2,2,2,2,2,1,1,2,115.0,0.0,No
2767,3572-UOLYZ,0,0,0,1,46,1,2,1,0,0,2,2,0,0,0,1,0,84.80000305175781,0.0,No
2768,1429-UYJSV,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.700000762939453,0.0,No
2769,5577-OTWWW,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.75,0.0,Yes
2770,6100-QQHEB,1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55000305175781,0.0,Yes
2771,6366-XIVKZ,0,0,1,1,13,1,0,0,2,0,2,0,0,2,0,1,3,63.150001525878906,0.0,No
2772,3470-OBUET,0,0,1,1,67,1,2,0,2,2,0,2,2,0,2,0,1,74.0,0.0,No
2773,2770-NSVDG,1,0,1,0,24,0,1,0,0,0,2,0,0,0,0,0,2,29.100000381469727,0.0,No
2774,9375-MHRRS,1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,3,50.04999923706055,0.0,No
2775,2634-HCZGT,1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.04999923706055,0.0,Yes
2776,7503-QQRVF,1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.30000305175781,0.0,Yes
2777,4860-YZGZM,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,2,20.0,0.0,No
2778,6599-GZWCM,0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.6500015258789,0.0,No
2779,2691-NZETQ,1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.3499984741211,0.0,Yes
2780,4404-HIBDJ,0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.30000305175781,0.0,Yes
2781,5533-NHFRF,1,1,0,0,7,0,1,0,0,2,0,2,0,2,0,1,2,44.400001525878906,0.0,No
2782,7037-MTYVW,1,0,1,1,38,1,2,0,2,0,2,2,2,2,2,1,0,85.4000015258789,0.0,No
2783,4760-THGOT,0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.0999984741211,0.0,No
2784,7295-JOMMD,0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,0,98.0999984741211,0.0,Yes
2785,4016-BJKTZ,0,0,0,0,25,1,2,1,0,2,2,2,2,2,2,0,2,108.9000015258789,0.0,No
2786,6584-VQMYT,1,0,0,1,27,1,0,0,2,2,0,0,0,0,1,0,3,56.20000076293945,0.0,No
2787,9838-BFCQT,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,26.100000381469727,0.0,No
2788,2790-XUYMV,1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.44999694824219,0.0,No
2789,0581-MDMPW,0,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,1,88.94999694824219,0.0,No
2790,5013-SBUIH,0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.6500015258789,0.0,Yes
2791,1023-BQXZE,1,0,0,0,57,1,0,0,2,0,2,0,2,2,2,1,0,74.3499984741211,0.0,No
2792,9163-GHAYE,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.849998474121094,0.0,No
2793,3904-UKFRE,1,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.0999984741211,0.0,No
2794,5353-WILCI,0,0,0,0,28,1,0,0,2,2,0,0,0,0,0,0,2,56.04999923706055,0.0,No
2795,0709-TVGUR,0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55000305175781,0.0,Yes
2796,0058-EVZWM,0,0,1,0,55,1,2,1,2,0,0,0,2,0,0,1,0,89.80000305175781,0.0,No
2797,6023-YEBUP,1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.94999694824219,0.0,Yes
2798,7209-JCUDS,1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9000015258789,0.0,Yes
2799,7009-PCARS,1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.100000381469727,0.0,No
2800,0519-DRGTI,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,20.350000381469727,0.0,No
2801,1017-FBQMM,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05000305175781,0.0,No
2802,3001-CBHLQ,1,1,1,0,32,1,2,1,0,0,2,2,2,2,0,1,2,104.9000015258789,0.0,Yes
2803,1985-MBRYP,0,0,0,0,43,1,0,2,1,1,1,1,1,1,2,1,0,19.649999618530273,0.0,No
2804,6158-DWPZT,1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.100000381469727,0.0,Yes
2805,9372-TXXPS,0,0,1,0,60,1,0,0,2,2,0,2,0,0,2,0,0,59.849998474121094,0.0,No
2806,3259-QMXUN,1,0,1,0,58,1,2,0,2,2,2,0,2,2,2,1,2,86.0999984741211,0.0,No
2807,1015-JPFYW,1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,19.450000762939453,0.0,No
2808,6645-MXQJT,1,0,1,1,2,1,0,1,2,0,0,0,2,2,0,0,2,97.0999984741211,0.0,No
2809,4360-QRAVE,1,1,0,0,37,0,1,0,0,2,2,0,0,0,0,0,2,36.650001525878906,0.0,No
2810,8433-WPJTV,0,1,1,1,65,1,2,1,0,0,2,2,2,2,1,1,0,103.9000015258789,0.0,No
2811,5804-JMYIO,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,0,3,19.75,0.0,No
2812,3763-GCZHZ,1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05000305175781,0.0,Yes
2813,6484-LATFU,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.549999237060547,0.0,No
2814,7599-NTMDP,0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.70000076293945,0.0,No
2815,0772-GYEQQ,1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.3499984741211,0.0,Yes
2816,0536-ACXIP,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.55000305175781,0.0,No
2817,0936-NQLJU,0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.649999618530273,0.0,No
2818,4831-EOBFE,1,0,1,1,29,1,0,1,2,0,0,0,2,2,0,0,1,94.6500015258789,0.0,Yes
2819,1575-KRZZE,0,0,0,0,4,1,0,0,2,2,0,0,0,0,0,0,2,55.20000076293945,0.0,No
2820,3251-YMVWZ,1,0,0,0,53,1,2,2,1,1,1,1,1,1,1,0,0,24.049999237060547,0.0,No
2821,4102-OQUPX,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4000015258789,0.0,Yes
2822,9170-GYZJC,0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9000015258789,0.0,Yes
2823,4884-LEVMQ,1,0,1,0,39,1,0,2,1,1,1,1,1,1,2,1,0,20.450000762939453,0.0,No
2824,8857-CUPFQ,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,0.0,No
2825,7610-TVOPG,1,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,2,26.350000381469727,0.0,No
2826,3638-DIMPH,0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.79999923706055,0.0,No
2827,1845-ZLLIG,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.150001525878906,0.0,No
2828,8559-WNQZS,1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.450000762939453,0.0,No
2829,3999-QGRJH,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.69999694824219,0.0,Yes
2830,1699-UOTXU,1,0,0,0,60,1,0,0,2,2,2,0,0,0,2,0,2,61.400001525878906,0.0,No
2831,2454-RPBRZ,0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.0999984741211,0.0,Yes
2832,0635-WKOLD,1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,0.0,No
2833,5993-JSUWV,0,0,0,0,66,1,0,0,2,2,2,0,0,0,2,1,0,61.150001525878906,0.0,No
2834,4518-FZBSX,1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,0.0,No
2835,5387-ASZNZ,0,1,0,0,66,1,2,0,2,2,0,2,0,0,1,1,1,63.849998474121094,0.0,No
2836,6988-CJEYV,1,0,0,0,49,1,2,1,0,2,0,0,2,2,0,0,2,98.69999694824219,0.0,No
2837,2002-MZHWP,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,0.0,Yes
2838,3097-FQTVJ,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.0,0.0,No
2839,5465-BUBFA,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.299999237060547,0.0,No
2840,7299-GNVPL,0,0,1,1,23,1,0,1,2,2,0,2,0,0,0,0,3,84.4000015258789,0.0,No
2841,9743-DQKQW,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.100000381469727,0.0,No
2842,1215-VFYVK,0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,0.0,No
2843,9371-BITHB,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.850000381469727,0.0,No
2844,2265-CYWIV,0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.5999984741211,0.0,Yes
2845,9093-FPDLG,0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.19999694824219,0.0,No
2846,0541-FITGH,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.150001525878906,0.0,No
2847,6985-HAYWX,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.30000305175781,0.0,No
2848,7508-KBIMB,1,0,1,1,24,1,0,0,2,0,2,0,0,0,1,1,1,56.25,0.0,No
2849,6838-HVLXG,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.299999237060547,0.0,No
2850,2277-DJJDL,1,1,1,0,60,1,2,1,0,0,0,2,2,2,0,1,2,99.0,0.0,No
2851,1897-OKVMW,0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.5999984741211,0.0,No
2852,5485-ITNPC,1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9000015258789,0.0,No
2853,0233-FTHAV,0,0,0,0,60,1,2,1,0,0,2,0,0,0,1,1,0,79.19999694824219,0.0,No
2854,4644-PIZRT,1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.3499984741211,0.0,No
2855,8922-NPKBJ,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,19.350000381469727,0.0,No
2856,2740-TVLFN,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.150001525878906,0.0,No
2857,7771-CFQRQ,0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.79999923706055,0.0,No
2858,9512-PHSMG,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.549999237060547,0.0,No
2859,6963-EZQEE,1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,88.55000305175781,0.0,No
2860,2452-KDRRH,1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4000015258789,0.0,No
2861,2004-OCQXK,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.94999694824219,0.0,Yes
2862,5027-QPKTE,1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.3499984741211,0.0,Yes
2863,4146-SVFUD,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.599998474121094,0.0,No
2864,1564-HJUVY,1,0,0,0,4,1,0,0,0,2,0,2,2,0,0,1,0,63.75,0.0,No
2865,3617-XLSGQ,0,0,1,1,66,1,2,1,2,2,2,0,2,2,2,0,0,109.25,0.0,No
2866,7517-LDMPS,0,0,0,0,12,1,0,1,0,2,0,0,0,2,0,1,2,84.5999984741211,0.0,No
2867,7244-KXYZN,0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.450000762939453,0.0,No
2868,5226-NOZFC,1,0,0,0,26,1,0,1,0,2,0,0,2,0,0,1,2,85.75,0.0,No
2869,2672-HUYVI,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.0999984741211,0.0,Yes
2870,1400-WIVLL,1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.94999694824219,0.0,No
2871,7508-MYBOG,1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.0999984741211,0.0,Yes
2872,8148-NLEGT,0,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,2,22.950000762939453,0.0,No
2873,0148-DCDOS,1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.69999694824219,0.0,Yes
2874,8347-GDTMP,0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.450000762939453,0.0,No
2875,9992-RRAMN,1,0,1,0,22,1,2,1,0,0,0,0,0,2,0,1,2,85.0999984741211,0.0,Yes
2876,6746-WAUWT,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,19.700000762939453,0.0,No
2877,0310-MVLET,0,0,1,1,61,1,2,1,0,2,0,0,2,2,0,1,2,99.1500015258789,0.0,Yes
2878,0428-IKYCP,1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,0.0,No
2879,4550-VBOFE,1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.94999694824219,0.0,Yes
2880,2187-PKZAY,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,0,79.94999694824219,0.0,No
2881,4003-OCTMP,0,0,1,0,31,1,0,0,2,0,0,2,0,2,1,1,2,64.0,0.0,No
2882,6652-YFFJO,0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9000015258789,0.0,No
2883,7225-IILWY,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0.0,No
2884,5248-RPYWW,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,90.1500015258789,0.0,No
2885,7923-IYJWY,1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.0999984741211,0.0,No
2886,3170-GWYKC,0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.94999694824219,0.0,No
2887,5696-QURRL,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.04999923706055,0.0,Yes
2888,7409-KIUTL,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,0.0,Yes
2889,9830-ECLEN,1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,0.0,No
2890,1732-VHUBQ,0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55000305175781,0.0,Yes
2891,0495-RVCBF,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.69999694824219,0.0,Yes
2892,2668-TZSPS,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.450000762939453,0.0,No
2893,7854-EDSSA,1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,0.0,Yes
2894,8869-TORSS,0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.349998474121094,0.0,Yes
2895,7446-SFAOA,0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.850000381469727,0.0,No
2896,9522-ZSINC,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.950000762939453,0.0,No
2897,8234-GSZYK,1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.450000762939453,0.0,No
2898,6505-OZNPG,0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.400001525878906,0.0,No
2899,6164-HAQTX,1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95000076293945,0.0,No
2900,0679-IDSTG,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,0.0,Yes
2901,7765-LWVVH,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.0999984741211,0.0,No
2902,1658-TJVOA,0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.0999984741211,0.0,No
2903,0953-LGOVU,1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,0.0,No
2904,2115-BFTIW,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.94999694824219,0.0,Yes
2905,4692-NNQRU,0,0,1,0,21,1,0,1,0,0,2,2,0,0,1,0,2,79.19999694824219,0.0,No
2906,7742-MYPGI,0,0,1,1,6,1,0,0,0,0,0,2,0,0,0,1,3,48.79999923706055,0.0,No
2907,0611-DFXKO,1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,0.0,Yes
2908,7780-OTDSO,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4000015258789,0.0,Yes
2909,9619-GSATL,0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45000076293945,0.0,No
2910,5622-UEJFI,0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.399999618530273,0.0,No
2911,9747-DDZOS,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,0.0,Yes
2912,0674-DGMAQ,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,0.0,No
2913,6203-HBZPA,1,0,0,0,52,0,1,0,2,2,2,2,2,2,2,0,1,63.900001525878906,0.0,No
2914,0484-FFVBJ,1,0,0,0,32,1,0,0,0,0,0,0,2,2,1,1,0,64.8499984741211,0.0,No
2915,0301-FIDRB,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.79999923706055,0.0,No
2916,4139-JPIAM,1,0,0,0,51,0,1,0,2,0,0,2,0,2,0,1,1,44.45000076293945,0.0,No
2917,2181-TIDSV,1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.950000762939453,0.0,No
2918,2761-XECQW,1,1,1,0,8,0,1,0,0,2,2,0,0,2,0,1,3,43.349998474121094,0.0,No
2919,1936-CZAKF,1,0,1,0,49,0,1,0,0,2,0,0,2,2,2,0,1,49.650001525878906,0.0,No
2920,9453-PATOS,0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.0999984741211,0.0,No
2921,0564-JJHGS,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,0.0,Yes
2922,3348-CFRNX,0,0,1,0,28,1,0,1,2,0,0,0,2,2,0,1,3,92.3499984741211,0.0,Yes
2923,4402-FTBXC,1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,3,89.80000305175781,0.0,No
2924,1428-GTBJJ,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55000305175781,0.0,Yes
2925,2931-XIQBR,0,0,1,1,50,1,0,1,0,0,2,2,2,2,1,0,3,103.05000305175781,0.0,No
2926,0106-UGRDO,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,116.0,0.0,No
2927,5542-TBBWB,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9000015258789,0.0,No
